customerid,count,country,state,city,zip_code,lat_long,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason,churn_status
1661-CZBAU,1,United States,California,Carlotta,95528,"40.497283, -123.93037",40.497283,-123.93037,Male,No,No,No,48,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),70.95,,No,0,56,2667,Unknown,Potential Risk
5158-RIVOP,1,United States,California,Fields Landing,95537,"40.726949, -124.217378",40.726949,-124.217378,Female,No,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.9,,No,0,63,5359,Unknown,Potential Risk
9788-YTFGE,1,United States,California,Fortuna,95540,"40.584991, -124.121504",40.584991,-124.121504,Male,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,,No,0,38,3331,Unknown,Potential Risk
9277-JOOMO,1,United States,California,Garberville,95542,"40.057784, -123.679461",40.057784,-123.679461,Female,No,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.6,,No,0,56,5756,Unknown,Potential Risk
1907-YLNYW,1,United States,California,Gasquet,95543,"41.867908, -123.794144",41.867908,-123.794144,Male,No,No,No,8,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,66.7,,No,0,35,4490,Unknown,Low Risk
8947-YRTDV,1,United States,California,Hoopa,95546,"41.163637, -123.704841",41.163637,-123.704841,Male,No,Yes,Yes,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,94.8,,No,0,52,5288,Unknown,Potential Risk
3161-ONRWK,1,United States,California,Hydesville,95547,"40.557314, -124.081662",40.557314,-124.081662,Male,No,Yes,No,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),65.85,,No,0,48,4053,Unknown,Potential Risk
0114-RSRRW,1,United States,California,Klamath,95548,"41.572813, -124.035011",41.572813,-124.035011,Female,No,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.95,,No,0,54,3831,Unknown,Potential Risk
4565-NLZBV,1,United States,California,Kneeland,95549,"40.664483, -123.865325",40.664483,-123.865325,Female,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.65,,No,0,42,4015,Unknown,Potential Risk
6682-VCIXC,1,United States,California,Mad River,95552,"40.390301, -123.412327",40.390301,-123.412327,Female,No,Yes,No,43,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),51.25,,No,0,43,5656,Unknown,Potential Risk
6475-VHUIZ,1,United States,California,Myers Flat,95554,"40.267158, -123.805913",40.267158,-123.805913,Female,No,Yes,No,23,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,54.25,,No,0,49,5140,Unknown,Potential Risk
3910-MRQOY,1,United States,California,Orick,95555,"41.336354, -124.044354",41.336354,-124.044354,Female,No,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.4,,No,0,79,5398,Unknown,High Risk
0661-WCQNQ,1,United States,California,Orleans,95556,"41.269521, -123.546958",41.269521,-123.546958,Male,No,Yes,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),56.25,,No,0,28,3733,Unknown,Low Risk
7537-RBWEA,1,United States,California,Petrolia,95558,"40.274302, -124.210902",40.274302,-124.210902,Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.15,,No,0,45,3513,Unknown,Potential Risk
4656-CAURT,1,United States,California,Phillipsville,95559,"40.184094, -123.745487",40.184094,-123.745487,Male,No,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,,No,0,31,6059,Unknown,Low Risk
0121-SNYRK,1,United States,California,Redway,95560,"40.142256, -123.852927",40.142256,-123.852927,Male,No,No,No,50,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,35.4,,No,0,36,5052,Unknown,Potential Risk
3733-LSYCE,1,United States,California,Samoa,95564,"40.809636, -124.189977",40.809636,-124.189977,Female,No,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.35,,No,0,67,4891,Unknown,High Risk
6265-FRMTQ,1,United States,California,Scotia,95565,"40.440636, -124.098739",40.440636,-124.098739,Male,No,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.4,,No,0,29,5363,Unknown,Low Risk
1371-DWPAZ,1,United States,California,Redcrest,95569,"40.363446, -123.835041",40.363446,-123.835041,Female,No,Yes,No,0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),56.05,,No,0,30,4740,Unknown,Low Risk
2017-CCBLH,1,United States,California,Weott,95571,"40.310119, -123.909449",40.310119,-123.909449,Female,No,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,,No,0,71,3087,Unknown,High Risk
7690-KPNCU,1,United States,California,Willow Creek,95573,"40.949012, -123.655847",40.949012,-123.655847,Male,No,Yes,No,64,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),73.05,,No,0,28,4515,Unknown,Low Risk
0536-BGFMZ,1,United States,California,Leggett,95585,"39.873371, -123.741474",39.873371,-123.741474,Female,No,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,,No,0,41,5145,Unknown,Potential Risk
2293-IJWPS,1,United States,California,Piercy,95587,"39.955587, -123.681175",39.955587,-123.681175,Female,No,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.75,,No,0,31,6354,Unknown,Low Risk
5469-NUJUR,1,United States,California,Zenia,95595,"40.170357, -123.417298",40.170357,-123.417298,Male,No,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,,No,0,50,2831,Unknown,Potential Risk
2625-TRCZQ,1,United States,California,Auburn,95602,"38.99003, -121.114408",38.99003,-121.114408,Female,No,Yes,No,51,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.65,,No,0,30,5528,Unknown,Low Risk
4102-HLENU,1,United States,California,Auburn,95603,"38.912881, -121.082766",38.912881,-121.082766,Female,No,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,65.65,,No,0,20,5441,Unknown,Low Risk
7266-GSSJX,1,United States,California,West Sacramento,95605,"38.592745, -121.540036",38.592745,-121.540036,Male,No,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.45,,No,0,28,2606,Unknown,Low Risk
7722-VJRQD,1,United States,California,Brooks,95606,"38.809804, -122.241383",38.809804,-122.241383,Male,No,Yes,No,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),60.95,,No,0,21,4147,Unknown,Low Risk
7073-QETQY,1,United States,California,Capay,95607,"38.681651, -122.130569",38.681651,-122.130569,Male,No,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.35,,No,0,22,4845,Unknown,Low Risk
5624-RYAMH,1,United States,California,Citrus Heights,95610,"38.69508, -121.271616",38.69508,-121.271616,Female,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.5,,No,0,64,4283,Unknown,Potential Risk
0196-JTUQI,1,United States,California,Clarksburg,95612,"38.384648, -121.578701",38.384648,-121.578701,Female,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.2,,No,0,68,5841,Unknown,High Risk
7130-YXBRO,1,United States,California,Cool,95614,"38.880622, -120.973865",38.880622,-120.973865,Male,No,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.45,,No,0,74,2319,Unknown,High Risk
9272-LSVYH,1,United States,California,Courtland,95615,"38.311609, -121.554034",38.311609,-121.554034,Male,No,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.15,,No,0,78,3963,Unknown,High Risk
3084-DOWLE,1,United States,California,Citrus Heights,95621,"38.69549, -121.307864",38.69549,-121.307864,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.0,,No,0,42,6434,Unknown,Potential Risk
1084-MNSMJ,1,United States,California,El Dorado,95623,"38.63153, -120.842609",38.63153,-120.842609,Female,No,Yes,No,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.5,,No,0,43,6261,Unknown,Potential Risk
4238-HFHSN,1,United States,California,Elverta,95626,"38.734997, -121.463719",38.734997,-121.463719,Male,Yes,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.15,,No,0,33,4250,Unknown,Low Risk
6250-CGGUN,1,United States,California,Esparto,95627,"38.834469, -122.127193",38.834469,-122.127193,Male,No,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,84.4,,No,0,31,4154,Unknown,Low Risk
5478-JJVZK,1,United States,California,Fair Oaks,95628,"38.652065, -121.25441",38.652065,-121.25441,Female,No,No,No,33,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,60.9,,No,0,36,3009,Unknown,Potential Risk
7596-IIWYC,1,United States,California,Fiddletown,95629,"38.513484, -120.704613",38.513484,-120.704613,Female,No,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.25,,No,0,79,5250,Unknown,High Risk
9793-WECQC,1,United States,California,Foresthill,95631,"39.031876, -120.811141",39.031876,-120.811141,Male,No,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.3,,No,0,68,5029,Unknown,High Risk
4291-HPAXL,1,United States,California,Galt,95632,"38.274451, -121.259201",38.274451,-121.259201,Male,No,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,,No,0,75,4840,Unknown,High Risk
8999-YPYBV,1,United States,California,Garden Valley,95633,"38.852544, -120.837669",38.852544,-120.837669,Male,No,Yes,No,45,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.35,,No,0,35,3403,Unknown,Low Risk
1839-FBNFR,1,United States,California,Georgetown,95634,"38.9386, -120.785514",38.9386,-120.785514,Female,No,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.85,,No,0,72,3032,Unknown,High Risk
3071-MVJCD,1,United States,California,Grizzly Flats,95636,"38.636102, -120.522149",38.636102,-120.522149,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),82.3,,No,0,60,4162,Unknown,Potential Risk
1697-BCSHV,1,United States,California,Guinda,95637,"38.830739, -122.196202",38.830739,-122.196202,Female,No,Yes,Yes,58,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.8,,No,0,70,6433,Unknown,High Risk
0562-KBDVM,1,United States,California,Herald,95638,"38.313447, -121.123886",38.313447,-121.123886,Female,No,No,No,70,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),44.6,,No,0,26,4442,Unknown,Low Risk
1131-SUEKT,1,United States,California,Hood,95639,"38.375325, -121.507935",38.375325,-121.507935,Male,No,Yes,Yes,61,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),98.45,,No,0,64,4000,Unknown,Potential Risk
3717-OEAUQ,1,United States,California,Ione,95640,"38.33788, -120.954202",38.33788,-120.954202,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.7,,No,0,38,2388,Unknown,Potential Risk
4538-WNTMJ,1,United States,California,Isleton,95641,"38.154823, -121.601358",38.154823,-121.601358,Female,No,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.95,,No,0,58,3979,Unknown,Potential Risk
9432-RUVSL,1,United States,California,Kirkwood,95646,"38.631489, -120.015167",38.631489,-120.015167,Female,No,No,No,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),102.5,,No,0,75,3262,Unknown,High Risk
8060-HIWJJ,1,United States,California,Lincoln,95648,"38.922812, -121.312005",38.922812,-121.312005,Male,No,No,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.55,,No,0,57,4934,Unknown,Potential Risk
7684-XSZIY,1,United States,California,Loomis,95650,"38.809175, -121.171375",38.809175,-121.171375,Male,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.3,,No,0,43,5160,Unknown,Potential Risk
9089-UOWJG,1,United States,California,Lotus,95651,"38.815515, -120.916997",38.815515,-120.916997,Female,No,Yes,Yes,12,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.35,,No,0,29,5068,Unknown,Low Risk
8039-ACLPL,1,United States,California,Mather,95655,"38.549822, -121.266725",38.549822,-121.266725,Female,No,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),68.75,,No,0,52,4505,Unknown,Potential Risk
9885-AIBVB,1,United States,California,Newcastle,95658,"38.883224, -121.15918",38.883224,-121.15918,Male,No,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.8,,No,0,70,2568,Unknown,High Risk
1934-MKPXS,1,United States,California,Nicolaus,95659,"38.788898, -121.608624",38.788898,-121.608624,Male,No,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,,No,0,59,3636,Unknown,Potential Risk
2592-YKDIF,1,United States,California,North Highlands,95660,"38.671295, -121.388251",38.671295,-121.388251,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,,No,0,72,5774,Unknown,High Risk
2272-JKMSI,1,United States,California,Roseville,95661,"38.736685, -121.251984",38.736685,-121.251984,Female,No,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,110.8,,No,0,49,4306,Unknown,Potential Risk
8714-CTZJW,1,United States,California,Pilot Hill,95664,"38.803731, -121.043799",38.803731,-121.043799,Female,No,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),82.85,,No,0,80,3154,Unknown,High Risk
3569-EDBPQ,1,United States,California,Pine Grove,95665,"38.400264, -120.641274",38.400264,-120.641274,Female,No,No,No,24,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,84.35,,No,0,31,2198,Unknown,Low Risk
3131-NWVFJ,1,United States,California,Pioneer,95666,"38.546999, -120.271114",38.546999,-120.271114,Female,No,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.55,,No,0,47,5620,Unknown,Potential Risk
7521-YXVZY,1,United States,California,Placerville,95667,"38.733714, -120.795213",38.733714,-120.795213,Male,No,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,,No,0,77,4430,Unknown,High Risk
2373-NTKOD,1,United States,California,Rancho Cordova,95670,"38.602723, -121.279913",38.602723,-121.279913,Male,No,No,No,8,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.25,,No,0,60,3026,Unknown,Potential Risk
1970-KKFWL,1,United States,California,Rescue,95672,"38.724322, -120.991237",38.724322,-120.991237,Female,No,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.3,,No,0,78,2416,Unknown,High Risk
9337-SRRNI,1,United States,California,Rio Oso,95674,"38.954144, -121.482536",38.954144,-121.482536,Male,No,No,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.3,,No,0,56,6019,Unknown,Potential Risk
0895-UADGO,1,United States,California,River Pines,95675,"38.545775, -120.743325",38.545775,-120.743325,Male,No,No,No,8,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,44.55,,No,0,66,5489,Unknown,High Risk
5678-VFNEQ,1,United States,California,Rocklin,95677,"38.7904, -121.236973",38.7904,-121.236973,Female,No,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.1,,No,0,45,4695,Unknown,Potential Risk
5977-CKHON,1,United States,California,Roseville,95678,"38.759751, -121.288545",38.759751,-121.288545,Female,No,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.55,,No,0,37,3853,Unknown,Potential Risk
2692-BUCFV,1,United States,California,Shingle Springs,95682,"38.598936, -120.963092",38.598936,-120.963092,Male,Yes,No,No,29,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.45,,No,0,76,5285,Unknown,High Risk
1830-GGFNM,1,United States,California,Somerset,95684,"38.606703, -120.586659",38.606703,-120.586659,Male,No,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),94.55,,No,0,36,4603,Unknown,Potential Risk
5302-BDJNT,1,United States,California,Sutter Creek,95685,"38.432145, -120.77069",38.432145,-120.77069,Male,No,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,95.5,,No,0,27,3715,Unknown,Low Risk
5223-UZAVK,1,United States,California,Thornton,95686,"38.157794, -121.520223",38.157794,-121.520223,Male,No,No,No,64,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.3,,No,0,77,4986,Unknown,High Risk
4859-ZSRDZ,1,United States,California,Vacaville,95687,"38.333133, -121.920151",38.333133,-121.920151,Female,No,Yes,No,58,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),55.5,,No,0,69,4080,Unknown,High Risk
5651-WYIPH,1,United States,California,Vacaville,95688,"38.419088, -122.024568",38.419088,-122.024568,Female,Yes,No,No,18,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.85,,No,0,71,3283,Unknown,High Risk
9350-VLHMB,1,United States,California,Volcano,95689,"38.481902, -120.603668",38.481902,-120.603668,Male,No,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55,,No,0,45,6111,Unknown,Potential Risk
3498-LZGQZ,1,United States,California,Walnut Grove,95690,"38.240419, -121.587535",38.240419,-121.587535,Male,No,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.15,,No,0,38,6373,Unknown,Potential Risk
8785-CJSHH,1,United States,California,West Sacramento,95691,"38.627951, -121.593287",38.627951,-121.593287,Female,No,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,,No,0,38,6213,Unknown,Potential Risk
3870-SPZSI,1,United States,California,Wilton,95693,"38.392559, -121.225093",38.392559,-121.225093,Female,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.05,,No,0,54,4203,Unknown,Potential Risk
7560-QRBXH,1,United States,California,Woodland,95695,"38.71967, -121.862416",38.71967,-121.862416,Female,No,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,,No,0,21,3396,Unknown,Low Risk
7077-XJMET,1,United States,California,Alta,95701,"39.218096, -120.79153",39.218096,-120.79153,Male,No,Yes,No,12,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.15,,No,0,52,5426,Unknown,Potential Risk
8752-GHJFU,1,United States,California,Applegate,95703,"38.983388, -120.988814",38.983388,-120.988814,Male,Yes,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,92.0,,No,0,66,4322,Unknown,High Risk
6896-SRVYQ,1,United States,California,Camino,95709,"38.748316, -120.675512",38.748316,-120.675512,Male,Yes,No,No,44,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,73.85,,No,0,48,4374,Unknown,Potential Risk
4652-ODEVH,1,United States,California,Dutch Flat,95714,"39.197215, -120.83679",39.197215,-120.83679,Male,No,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.45,,No,0,57,3586,Unknown,Potential Risk
6510-UPNKS,1,United States,California,Emigrant Gap,95715,"39.23754, -120.720196",39.23754,-120.720196,Female,No,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.8,,No,0,46,4402,Unknown,Potential Risk
6718-BDGHG,1,United States,California,Gold Run,95717,"39.170376, -120.838404",39.170376,-120.838404,Female,No,Yes,No,43,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),64.85,,No,0,72,4000,Unknown,High Risk
9046-DQMTP,1,United States,California,Kyburz,95720,"38.766036, -120.209673",38.766036,-120.209673,Male,No,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.75,,No,0,75,5876,Unknown,High Risk
6439-LAJXL,1,United States,California,Echo Lake,95721,"38.851842, -120.076204",38.851842,-120.076204,Male,No,Yes,No,9,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,68.95,,No,0,29,2452,Unknown,Low Risk
9052-VKDUW,1,United States,California,Pollock Pines,95726,"38.733908, -120.453416",38.733908,-120.453416,Female,Yes,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.4,,No,0,39,4452,Unknown,Potential Risk
1666-JZPZT,1,United States,California,Twin Bridges,95735,"38.805481, -120.13287",38.805481,-120.13287,Male,No,No,No,27,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.0,,No,0,51,5428,Unknown,Potential Risk
5777-KJIRB,1,United States,California,Weimar,95736,"39.00978, -120.978273",39.00978,-120.978273,Female,No,No,No,40,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,50.25,,No,0,25,2449,Unknown,Low Risk
7677-SJJJK,1,United States,California,Granite Bay,95746,"38.749466, -121.184196",38.749466,-121.184196,Male,No,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9,,No,0,29,3152,Unknown,Low Risk
2480-EJWYP,1,United States,California,Roseville,95747,"38.784329, -121.373245",38.784329,-121.373245,Female,Yes,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.8,,No,0,23,6019,Unknown,Low Risk
3253-HKOKL,1,United States,California,Elk Grove,95758,"38.35363, -121.44195",38.35363,-121.44195,Female,No,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,100.3,,No,0,29,4811,Unknown,Low Risk
7055-HNEOJ,1,United States,California,El Dorado Hills,95762,"38.684437, -121.055634",38.684437,-121.055634,Male,No,Yes,No,3,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,55.8,,No,0,48,2662,Unknown,Potential Risk
5514-YQENT,1,United States,California,Rocklin,95765,"38.823278, -121.281856",38.823278,-121.281856,Male,No,No,Yes,41,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.15,,No,0,32,5038,Unknown,Low Risk
3211-AAPKX,1,United States,California,Woodland,95776,"38.694081, -121.694431",38.694081,-121.694431,Male,No,No,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,98.55,,No,0,42,3300,Unknown,Potential Risk
8445-DNBAE,1,United States,California,Sacramento,95814,"38.584505, -121.491956",38.584505,-121.491956,Male,No,No,Yes,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.05,,No,0,61,5523,Unknown,Potential Risk
2958-NHPPS,1,United States,California,Sacramento,95816,"38.574856, -121.46504",38.574856,-121.46504,Male,No,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.85,,No,0,53,4263,Unknown,Potential Risk
6806-YDEUL,1,United States,California,Sacramento,95817,"38.550722, -121.457314",38.550722,-121.457314,Female,Yes,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,,No,0,77,3288,Unknown,High Risk
1735-XMJVH,1,United States,California,Sacramento,95818,"38.556306, -121.495817",38.556306,-121.495817,Male,No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.35,,No,0,58,5416,Unknown,Potential Risk
6890-PFRQX,1,United States,California,Sacramento,95819,"38.567594, -121.437507",38.567594,-121.437507,Male,No,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,69.5,,No,0,24,4466,Unknown,Low Risk
0222-CNVPT,1,United States,California,Sacramento,95820,"38.53508, -121.444144",38.53508,-121.444144,Male,Yes,No,No,52,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),48.8,,No,0,67,4865,Unknown,High Risk
